StudentId,Time,Type,Action
e744,"1/05/23, 11:14",Turnitin Assignment 2,List Submissions
e744,"1/05/23, 11:14",System,Course viewed
7703,"1/05/23, 10:01",Quiz,Course module viewed
7703,"1/05/23, 10:01",System,Course viewed
7703,"1/05/23, 10:00",Quiz,Course module viewed
7703,"1/05/23, 10:00",System,Course viewed
7703,"1/05/23, 10:00",Turnitin Assignment 2,List Submissions
7703,"1/05/23, 10:00",System,Course viewed
7703,"1/05/23, 10:00",Quiz,Course module viewed
7703,"1/05/23, 09:59",System,Course viewed
7703,"1/05/23, 09:59",Turnitin Assignment 2,List Submissions
7703,"1/05/23, 09:59",System,Course viewed
7703,"1/05/23, 09:59",Turnitin Assignment 2,List Submissions
7703,"1/05/23, 09:59",System,Course viewed
c38e,"1/05/23, 09:34",Quiz,Course module viewed
c38e,"1/05/23, 09:34",Turnitin Assignment 2,List Submissions
a6c7,"1/05/23, 09:32",Folder,Course module viewed
a6c7,"1/05/23, 09:31",Folder,Course module viewed
a6c7,"1/05/23, 09:31",System,Course viewed
a6c7,"1/05/23, 09:31",Folder,Course module viewed
a6c7,"1/05/23, 09:31",System,Course viewed
c38e,"1/05/23, 09:30",Quiz,Course module viewed
a6c7,"1/05/23, 09:30",Kaltura Video Resource,Video resource viewed
a6c7,"1/05/23, 09:30",Quiz,Course module viewed
c38e,"1/05/23, 09:30",System,Course viewed
c38e,"1/05/23, 09:30",System,Course viewed
c38e,"1/05/23, 09:29",File,Course module viewed
c38e,"1/05/23, 09:29",File,Course module viewed
c38e,"1/05/23, 09:29",System,Course viewed
a6c7,"1/05/23, 09:29",Folder,Course module viewed
c38e,"1/05/23, 09:29",System,Course viewed
a6c7,"1/05/23, 09:28",Folder,Course module viewed
a6c7,"1/05/23, 09:28",System,Course viewed
a6c7,"1/05/23, 09:28",Folder,Course module viewed
a6c7,"1/05/23, 09:28",System,Course viewed
a6c7,"1/05/23, 09:26",Folder,Course module viewed
a6c7,"1/05/23, 09:26",System,Course viewed
a6c7,"1/05/23, 09:25",Folder,Course module viewed
a6c7,"1/05/23, 09:25",System,Course viewed
a6c7,"1/05/23, 09:22",Folder,Course module viewed
a6c7,"1/05/23, 09:22",System,Course viewed
a6c7,"1/05/23, 09:21",Folder,Course module viewed
a6c7,"1/05/23, 09:21",System,Course viewed
a6c7,"1/05/23, 09:21",System,Course viewed
a6c7,"1/05/23, 09:20",Folder,Course module viewed
a6c7,"1/05/23, 09:20",Folder,Course module viewed
a6c7,"1/05/23, 09:20",System,Course viewed
c38e,"1/05/23, 09:19",User report,Grade user report viewed
a6c7,"1/05/23, 09:19",Folder,Course module viewed
a6c7,"1/05/23, 09:18",System,Course viewed
5dae,"1/05/23, 09:16",Overview report,Grade overview report viewed
5dae,"1/05/23, 09:14",User report,Grade user report viewed
5dae,"1/05/23, 09:14",Turnitin Assignment 2,List Submissions
5dae,"1/05/23, 09:14",Quiz,Course module viewed
5dae,"1/05/23, 09:13",System,Course viewed
a6c7,"1/05/23, 09:06",Folder,Course module viewed
a6c7,"1/05/23, 09:05",Folder,Course module viewed
a6c7,"1/05/23, 09:05",Kaltura Video Resource,Video resource viewed
a6c7,"1/05/23, 09:05",Kaltura Video Resource,Video resource viewed
a6c7,"1/05/23, 09:05",Kaltura Video Resource,Video resource viewed
a6c7,"1/05/23, 09:04",Kaltura Video Resource,Video resource viewed
a6c7,"1/05/23, 09:04",Quiz,Course module viewed
a6c7,"1/05/23, 09:03",Folder,Course module viewed
a6c7,"1/05/23, 09:03",Folder,Course module viewed
a6c7,"1/05/23, 09:03",Kaltura Video Resource,Video resource viewed
a6c7,"1/05/23, 09:03",Quiz,Course module viewed
a6c7,"1/05/23, 09:02",Quiz,Course module viewed
a6c7,"1/05/23, 09:01",Folder,Course module viewed
a6c7,"1/05/23, 09:01",Folder,Course module viewed
a6c7,"1/05/23, 09:00",URL,Course module viewed
a6c7,"1/05/23, 08:59",System,Course viewed
d3e2,"1/05/23, 07:58",System,Course viewed
d3e2,"1/05/23, 07:58",User report,Grade user report viewed
4c47,"1/05/23, 06:54",System,Course viewed
4c47,"1/05/23, 05:55",System,Course viewed
4c47,"1/05/23, 05:55",Turnitin Assignment 2,List Submissions
4c47,"1/05/23, 05:55",System,Course viewed
4c47,"1/05/23, 05:55",Quiz,Course module viewed
4c47,"1/05/23, 05:55",System,Course viewed
4c47,"1/05/23, 05:54",Quiz,Course module viewed
4c47,"1/05/23, 05:54",System,Course viewed
4c47,"1/05/23, 05:54",Turnitin Assignment 2,List Submissions
4c47,"1/05/23, 05:54",System,Course viewed
4c47,"1/05/23, 05:54",Quiz,Course module viewed
4c47,"1/05/23, 05:54",System,Course viewed
4c47,"1/05/23, 05:54",Turnitin Assignment 2,List Submissions
4c47,"1/05/23, 05:54",System,Course viewed
4c47,"1/05/23, 05:53",Turnitin Assignment 2,List Submissions
4c47,"1/05/23, 05:53",System,Course viewed
4c47,"1/05/23, 05:53",Quiz,Course module viewed
4c47,"1/05/23, 05:53",System,Course viewed
4c47,"1/05/23, 05:53",Turnitin Assignment 2,List Submissions
4c47,"1/05/23, 05:53",System,Course viewed
f605,"1/05/23, 05:34",System,Course viewed
f605,"1/05/23, 05:32",System,Course viewed
f605,"1/05/23, 05:32",Kaltura Video Resource,Video resource viewed
f605,"1/05/23, 05:32",Kaltura Video Resource,Video resource viewed
f605,"1/05/23, 05:32",Kaltura Video Resource,Video resource viewed
f605,"1/05/23, 05:32",Kaltura Video Resource,Video resource viewed
8a21,"1/05/23, 05:05",User report,Grade user report viewed
8a21,"1/05/23, 05:05",System,Course viewed
d969,"30/04/23, 19:40",Overview report,Grade overview report viewed
d969,"30/04/23, 19:39",User report,Grade user report viewed
e18b,"30/04/23, 19:32",System,Course viewed
1d56,"30/04/23, 13:06",Turnitin Assignment 2,List Submissions
1d56,"30/04/23, 13:06",System,Course viewed
72af,"30/04/23, 08:56",User report,Grade user report viewed
72af,"30/04/23, 08:56",System,Course viewed
d3e2,"29/04/23, 20:22",Quiz,Course module viewed
d3e2,"29/04/23, 20:21",Quiz,Course module viewed
d3e2,"29/04/23, 20:21",Quiz,Course module viewed
d3e2,"29/04/23, 20:20",System,Course user report viewed
4c47,"29/04/23, 14:11",System,Course viewed
8a21,"28/04/23, 22:59",User report,Grade user report viewed
8a21,"28/04/23, 22:59",System,Course viewed
c426,"28/04/23, 21:36",Turnitin Assignment 2,List Submissions
c426,"28/04/23, 21:36",System,Course viewed
c426,"28/04/23, 21:36",Turnitin Assignment 2,List Submissions
c426,"28/04/23, 21:36",System,Course viewed
4c47,"28/04/23, 10:10",User report,Grade user report viewed
4c47,"28/04/23, 10:10",System,Course viewed
b938,"28/04/23, 09:26",User report,Grade user report viewed
b938,"28/04/23, 09:26",System,Course viewed
ade7,"28/04/23, 06:05",System,Course viewed
584e,"27/04/23, 21:54",File,Course module viewed
584e,"27/04/23, 21:54",System,Course viewed
584e,"27/04/23, 21:54",System,Course viewed
584e,"27/04/23, 21:50",Turnitin Assignment 2,List Submissions
584e,"27/04/23, 21:50",Turnitin Assignment 2,List Submissions
584e,"27/04/23, 21:50",System,Course viewed
584e,"27/04/23, 21:49",System,Course viewed
584e,"27/04/23, 21:47",System,Course user report viewed
584e,"27/04/23, 21:47",System,Course user report viewed
bde7,"27/04/23, 19:22",System,Course viewed
bde7,"27/04/23, 19:22",Turnitin Assignment 2,List Submissions
bde7,"27/04/23, 19:22",System,Course viewed
bde7,"27/04/23, 19:22",Quiz,Course module viewed
bde7,"27/04/23, 19:22",System,Course viewed
bde7,"27/04/23, 19:22",Quiz,Course module viewed
bde7,"27/04/23, 19:22",System,Course viewed
bde7,"27/04/23, 19:21",Turnitin Assignment 2,List Submissions
bde7,"27/04/23, 19:21",System,Course viewed
bde7,"27/04/23, 19:21",Quiz,Course module viewed
bde7,"27/04/23, 19:21",System,Course viewed
bde7,"27/04/23, 19:21",Turnitin Assignment 2,List Submissions
bde7,"27/04/23, 19:21",System,Course viewed
2f08,"27/04/23, 19:18",User report,Grade user report viewed
2f08,"27/04/23, 19:18",System,Course viewed
49cf,"27/04/23, 15:08",System,Course user report viewed
5a4b,"27/04/23, 14:07",System,Course viewed
5a4b,"27/04/23, 14:07",Turnitin Assignment 2,List Submissions
5a4b,"27/04/23, 14:06",System,Course viewed
1e4f,"27/04/23, 13:45",Turnitin Assignment 2,List Submissions
1e4f,"27/04/23, 13:44",User report,Grade user report viewed
1e4f,"27/04/23, 13:44",System,Course viewed
a8b5,"27/04/23, 13:12",User report,Grade user report viewed
a8b5,"27/04/23, 13:12",System,Course viewed
d3e2,"27/04/23, 13:11",User report,Grade user report viewed
d3e2,"27/04/23, 13:11",System,Course viewed
a8b5,"27/04/23, 13:10",User report,Grade user report viewed
a8b5,"27/04/23, 13:10",System,Course viewed
a8b5,"27/04/23, 13:05",User report,Grade user report viewed
a8b5,"27/04/23, 13:05",System,Course viewed
1e4f,"27/04/23, 12:39",System,Course viewed
1e4f,"27/04/23, 12:39",Folder,Course module viewed
1e4f,"27/04/23, 12:38",File,Course module viewed
1e4f,"27/04/23, 12:38",System,Course viewed
6fec,"27/04/23, 12:36",File,Course module viewed
6fec,"27/04/23, 12:36",System,Course viewed
1120,"27/04/23, 12:25",System,Course viewed
1120,"27/04/23, 12:24",Quiz,Course module viewed
1120,"27/04/23, 12:24",System,Course viewed
1120,"27/04/23, 12:24",Quiz,Course module viewed
1120,"27/04/23, 12:24",System,Course viewed
1120,"27/04/23, 12:24",Turnitin Assignment 2,List Submissions
1120,"27/04/23, 12:24",System,Course viewed
1120,"27/04/23, 12:24",Quiz,Course module viewed
1120,"27/04/23, 12:24",System,Course viewed
1120,"27/04/23, 12:23",Turnitin Assignment 2,List Submissions
1120,"27/04/23, 12:23",System,Course viewed
a7cd,"27/04/23, 12:08",System,Course viewed
8ddb,"27/04/23, 09:49",User report,Grade user report viewed
8ddb,"27/04/23, 09:49",System,Course viewed
4f2c,"27/04/23, 00:36",Turnitin Assignment 2,List Submissions
4f2c,"27/04/23, 00:35",User report,Grade user report viewed
4f2c,"27/04/23, 00:35",System,Course viewed
e44a,"26/04/23, 21:11",System,Course viewed
e44a,"26/04/23, 21:11",Quiz,Course module viewed
e44a,"26/04/23, 21:11",Quiz,Course module viewed
e44a,"26/04/23, 21:11",System,Course viewed
e44a,"26/04/23, 20:57",System,Course viewed
e44a,"26/04/23, 20:54",User report,Grade user report viewed
e44a,"26/04/23, 20:54",User report,Grade user report viewed
e44a,"26/04/23, 20:54",Turnitin Assignment 2,List Submissions
e44a,"26/04/23, 20:54",Turnitin Assignment 2,List Submissions
e44a,"26/04/23, 20:51",System,Course viewed
e44a,"26/04/23, 20:51",System,Course viewed
5dae,"26/04/23, 20:01",System,Course viewed
5dae,"26/04/23, 20:01",Turnitin Assignment 2,List Submissions
5dae,"26/04/23, 20:00",System,Course viewed
5dae,"26/04/23, 20:00",Quiz,Course module viewed
5dae,"26/04/23, 20:00",System,Course viewed
5dae,"26/04/23, 19:59",Quiz,Course module viewed
5dae,"26/04/23, 19:59",System,Course viewed
5dae,"26/04/23, 19:58",Turnitin Assignment 2,List Submissions
5dae,"26/04/23, 19:58",System,Course viewed
5dae,"26/04/23, 19:58",System,Course viewed
5dae,"26/04/23, 19:58",Quiz,Course module viewed
5dae,"26/04/23, 19:58",System,Course viewed
5dae,"26/04/23, 19:58",Quiz,Course module viewed
5dae,"26/04/23, 19:57",System,Course viewed
5dae,"26/04/23, 19:57",Turnitin Assignment 2,List Submissions
5dae,"26/04/23, 19:57",System,Course viewed
5a4b,"26/04/23, 19:42",System,Course viewed
1d56,"26/04/23, 17:26",Turnitin Assignment 2,List Submissions
1d56,"26/04/23, 17:25",System,Course viewed
fe9a,"26/04/23, 17:11",Quiz,Course module viewed
fe9a,"26/04/23, 17:10",Quiz,Course module viewed
fe9a,"26/04/23, 17:10",Turnitin Assignment 2,List Submissions
fe9a,"26/04/23, 17:10",Folder,Course module viewed
fe9a,"26/04/23, 17:09",Quiz,Course module viewed
fe9a,"26/04/23, 17:08",Turnitin Assignment 2,List Submissions
fe9a,"26/04/23, 17:08",System,Course viewed
fe9a,"26/04/23, 17:08",System,Course viewed
5e07,"26/04/23, 17:02",System,Course viewed
5e07,"26/04/23, 16:56",User report,Grade user report viewed
5e07,"26/04/23, 16:56",System,Course viewed
7bf9,"26/04/23, 14:50",System,Course user report viewed
5a4b,"26/04/23, 14:00",File,Course module viewed
5a4b,"26/04/23, 13:59",File,Course module viewed
5a4b,"26/04/23, 13:59",System,Course viewed
5a4b,"26/04/23, 13:58",Turnitin Assignment 2,List Submissions
5a4b,"26/04/23, 13:58",System,Course viewed
c426,"26/04/23, 13:50",System,Course viewed
b0af,"26/04/23, 12:24",User report,Grade user report viewed
8ddb,"26/04/23, 12:07",User report,Grade user report viewed
8ddb,"26/04/23, 12:07",System,Course viewed
5867,"26/04/23, 12:05",System,Course user report viewed
c897,"26/04/23, 11:07",System,Course viewed
ca0a,"26/04/23, 09:26",System,Course viewed
3a71,"26/04/23, 09:18",System,Course viewed
ca0a,"26/04/23, 08:57",System,Course viewed
0326,"26/04/23, 08:17",System,Course user report viewed
d3e2,"26/04/23, 04:44",User report,Grade user report viewed
d3e2,"26/04/23, 04:44",System,Course viewed
7fc0,"25/04/23, 19:53",System,Course viewed
631b,"25/04/23, 14:04",File,Course module viewed
631b,"25/04/23, 14:04",System,Course viewed
631b,"25/04/23, 14:02",System,Course viewed
e2e7,"25/04/23, 12:25",System,Course viewed
e2e7,"25/04/23, 11:08",Turnitin Assignment 2,List Submissions
e2e7,"25/04/23, 11:08",System,Course viewed
8976,"25/04/23, 10:43",System,Course viewed
8976,"25/04/23, 10:42",Turnitin Assignment 2,List Submissions
631b,"25/04/23, 09:51",File,Course module viewed
631b,"25/04/23, 09:51",File,Course module viewed
631b,"25/04/23, 09:51",System,Course viewed
631b,"25/04/23, 04:41",Turnitin Assignment 2,List Submissions
631b,"25/04/23, 04:40",System,Course viewed
631b,"24/04/23, 15:28",Turnitin Assignment 2,List Submissions
631b,"24/04/23, 15:28",System,Course viewed
ca0a,"24/04/23, 12:27",System,Course viewed
6fec,"24/04/23, 12:26",Kaltura Video Resource,Video resource viewed
6fec,"24/04/23, 12:26",System,Course viewed
1120,"24/04/23, 12:00",Kaltura Video Resource,Video resource viewed
1120,"24/04/23, 12:00",System,Course viewed
6484,"24/04/23, 08:28",System,Course viewed
8a21,"24/04/23, 00:02",System,Course user report viewed
d609,"23/04/23, 22:44",Turnitin Assignment 2,List Submissions
52d9,"23/04/23, 18:09",Turnitin Assignment 2,List Submissions
52d9,"23/04/23, 18:09",System,Course viewed
52d9,"23/04/23, 18:09",Turnitin Assignment 2,List Submissions
52d9,"23/04/23, 18:09",System,Course viewed
0326,"23/04/23, 11:32",System,Course viewed
c897,"23/04/23, 10:08",System,Course viewed
8857,"22/04/23, 20:36",System,Course viewed
733d,"22/04/23, 16:27",System,Course viewed
733d,"22/04/23, 16:27",User report,Grade user report viewed
733d,"22/04/23, 16:27",System,Course viewed
aca3,"21/04/23, 22:37",Page,Course module viewed
aca3,"21/04/23, 22:33",System,Course viewed
37dc,"21/04/23, 17:05",User report,Grade user report viewed
37dc,"21/04/23, 17:05",System,Course viewed
4c47,"21/04/23, 15:21",System,Course viewed
4c47,"21/04/23, 15:20",System,Course viewed
4c47,"21/04/23, 15:20",System,Course viewed
4c47,"21/04/23, 15:18",Turnitin Assignment 2,List Submissions
4c47,"21/04/23, 15:18",System,Course viewed
4c47,"21/04/23, 15:18",Quiz,Course module viewed
4c47,"21/04/23, 15:18",System,Course viewed
4c47,"21/04/23, 15:17",Turnitin Assignment 2,List Submissions
4c47,"21/04/23, 15:17",System,Course viewed
4c47,"21/04/23, 15:16",Quiz,Course module viewed
4c47,"21/04/23, 15:16",System,Course viewed
4c47,"21/04/23, 15:16",Quiz,Course module viewed
4c47,"21/04/23, 15:16",System,Course viewed
ca0a,"21/04/23, 10:55",System,Course viewed
df94,"21/04/23, 10:06",Forum,Discussion viewed
df94,"21/04/23, 10:06",System,Course viewed
5ce9,"21/04/23, 09:31",System,Course user report viewed
0ea4,"21/04/23, 09:02",System,Course viewed
0ea4,"21/04/23, 09:01",Turnitin Assignment 2,List Submissions
0ea4,"21/04/23, 09:01",System,Course viewed
d609,"21/04/23, 08:47",Turnitin Assignment 2,List Submissions
d609,"21/04/23, 08:46",System,Course viewed
57df,"21/04/23, 08:15",Turnitin Assignment 2,List Submissions
57df,"21/04/23, 08:15",System,Course viewed
57df,"21/04/23, 07:22",Turnitin Assignment 2,List Submissions
57df,"21/04/23, 07:21",Turnitin Assignment 2,List Submissions
57df,"21/04/23, 07:21",System,Course viewed
7fc0,"21/04/23, 01:53",System,Course viewed
e44a,"21/04/23, 01:08",Turnitin Assignment 2,List Submissions
e44a,"21/04/23, 01:08",Turnitin Assignment 2,List Submissions
e44a,"21/04/23, 01:07",System,Course viewed
e44a,"21/04/23, 01:07",System,Course viewed
e44a,"21/04/23, 01:07",System,Course viewed
ca0a,"21/04/23, 01:05",System,Course viewed
ca0a,"21/04/23, 01:04",Turnitin Assignment 2,List Submissions
ca0a,"21/04/23, 01:04",Turnitin Assignment 2,List Submissions
ca0a,"21/04/23, 01:04",System,Course viewed
e44a,"21/04/23, 01:03",Turnitin Assignment 2,List Submissions
e44a,"21/04/23, 01:03",Turnitin Assignment 2,List Submissions
e44a,"21/04/23, 01:03",System,Course viewed
e44a,"21/04/23, 01:03",System,Course viewed
ca0a,"21/04/23, 01:02",System,Course viewed
7fc0,"21/04/23, 01:00",Turnitin Assignment 2,List Submissions
7fc0,"21/04/23, 00:54",Turnitin Assignment 2,List Submissions
7fc0,"21/04/23, 00:54",System,Course viewed
7fc0,"21/04/23, 00:54",Folder,Course module viewed
7fc0,"21/04/23, 00:54",System,Course viewed
37dc,"21/04/23, 00:24",User report,Grade user report viewed
37dc,"21/04/23, 00:24",System,Course viewed
5ce9,"21/04/23, 00:09",System,Course user report viewed
72d1,"21/04/23, 00:09",Turnitin Assignment 2,List Submissions
72d1,"21/04/23, 00:08",System,Course viewed
72d1,"21/04/23, 00:08",User report,Grade user report viewed
72d1,"21/04/23, 00:07",System,Course viewed
76bb,"21/04/23, 00:07",User report,Grade user report viewed
76bb,"21/04/23, 00:07",System,Course viewed
5ce9,"21/04/23, 00:03",Turnitin Assignment 2,List Submissions
5ce9,"21/04/23, 00:02",System,Course viewed
5ce9,"21/04/23, 00:02",System,Course user report viewed
52d9,"20/04/23, 23:57",System,Course viewed
52d9,"20/04/23, 23:57",Turnitin Assignment 2,List Submissions
52d9,"20/04/23, 23:57",System,Course viewed
6fec,"20/04/23, 14:03",System,Course viewed
6fec,"20/04/23, 14:03",Quiz,Course module viewed
6fec,"20/04/23, 14:03",System,Course viewed
6fec,"20/04/23, 14:03",Quiz,Course module viewed
6fec,"20/04/23, 14:02",System,Course viewed
6fec,"20/04/23, 14:02",Turnitin Assignment 2,List Submissions
6fec,"20/04/23, 14:02",System,Course viewed
6fec,"20/04/23, 14:02",Quiz,Course module viewed
6fec,"20/04/23, 14:02",Quiz,Course module viewed
6fec,"20/04/23, 14:02",Turnitin Assignment 2,List Submissions
6fec,"20/04/23, 14:01",System,Course viewed
1d56,"20/04/23, 09:39",System,Course viewed
1d56,"20/04/23, 09:39",Turnitin Assignment 2,List Submissions
1d56,"20/04/23, 09:39",System,Course viewed
1d56,"20/04/23, 09:39",Turnitin Assignment 2,List Submissions
1d56,"20/04/23, 09:39",System,Course viewed
72af,"20/04/23, 07:15",Turnitin Assignment 2,List Submissions
72af,"20/04/23, 07:15",System,Course viewed
52d9,"20/04/23, 00:34",System,Course user report viewed
52d9,"20/04/23, 00:11",System,Course viewed
52d9,"20/04/23, 00:10",Turnitin Assignment 2,List Submissions
52d9,"20/04/23, 00:10",System,Course viewed
52d9,"20/04/23, 00:09",Turnitin Assignment 2,List Submissions
a6c7,"19/04/23, 20:51",Turnitin Assignment 2,Add Submission
a6c7,"19/04/23, 20:51",Turnitin Assignment 2,Add Submission
026e,"19/04/23, 20:50",Kaltura Video Resource,Video resource viewed
026e,"19/04/23, 20:49",URL,Course module viewed
